T	PID	COMM	SADDR	DADDR	SPORT	DPORT	ATTACK	Tiempo
A	1503	TCP	192.168.2.113	64.90.206.110	4552	80	0	1997.937443
X	1492	TCP	192.168.2.113	64.90.206.110	4549	80	0	1997.997706
A	1504	TCP	192.168.4.121	65.54.81.178	51273	80	0	2008.464177
A	1505	TCP	192.168.4.121	65.54.81.62	51274	80	0	2009.386604
X	1501	TCP	192.168.4.121	65.54.81.24	51272	80	0	2009.46379
X	1504	TCP	192.168.4.121	65.54.81.178	51273	80	0	2014.458268
A	1506	TCP	192.168.2.110	66.235.126.81	4018	80	0	2022.472816
X	1506	TCP	192.168.2.110	66.235.126.81	4018	80	0	2022.629435
A	1507	TCP	192.168.4.121	65.54.81.62	51275	80	0	2024.386562
X	1505	TCP	192.168.4.121	65.54.81.62	51274	80	0	2024.419061
X	1443	TCP	192.168.2.109	174,132,188,162	4037	80	0	2025.703147
X	1444	TCP	192.168.3.114	174,132,188,162	2693	80	0	2032.911862
A	1508	TCP	192.168.1.104	85.17.154.19	15936	80	0	2035.139833
A	1509	TCP	192.168.4.121	65.54.81.62	51276	80	0	2039.38651
X	1507	TCP	192.168.4.121	65.54.81.62	51275	80	0	2039.418827
X	1437	TCP	192.168.1.101	67.212.184.66	4246	80	0	2043.718045
X	1493	TCP	192.168.2.110	142.166.14.86	4017	80	0	2053.012896
X	1490	TCP	192.168.2.110	69.84.133.138	4016	80	0	2053.053868
A	1510	TCP	192.168.4.121	65.54.81.171	51277	80	0	2054.386042
X	1500	TCP	192.168.4.121	65.55.15.125	51271	80	0	2054.463344
X	1509	TCP	192.168.4.121	65.54.81.62	51276	80	0	2054.463533
A	1511	TCP	192.168.2.110	192.168.5.122	4019	80	0	2060.940979
A	1512	TCP	192.168.2.110	66.235.126.81	4020	80	0	2060.963834
A	1513	TCP	192.168.2.110	66.235.126.61	4021	80	0	2061.322811
X	1512	TCP	192.168.2.110	66.235.126.81	4020	80	0	2061.332219
A	1514	TCP	192.168.2.110	69.84.133.138	4022	80	0	2062.128382
A	1515	TCP	192.168.2.110	69.84.133.138	4023	80	0	2063.331126
A	1516	TCP	192.168.2.110	64.87.26.194	4024	80	0	2063.334937
A	1517	TCP	192.168.2.110	69.84.133.138	4025	80	0	2063.373041
X	1513	TCP	192.168.2.110	66.235.126.61	4021	80	0	2063.944923
A	1518	TCP	192.168.2.110	67.220.214.50	4026	80	0	2065.17611
A	1519	TCP	192.168.2.110	67.220.214.50	4027	80	0	2065.387213
X	1518	TCP	192.168.2.110	67.220.214.50	4026	80	0	2065.489109
A	1520	TCP	131,202,240,218	192.168.5.122	50290	80	0	2065.517165
X	1520	TCP	131,202,240,218	192.168.5.122	50290	80	0	2065.548044
X	1473	TCP	192.168.2.108	74.55.1.4	1279	80	0	2066.006886
A	1521	TCP	192.168.2.110	67.220.214.50	4028	80	0	2066.241137
X	1519	TCP	192.168.2.110	67.220.214.50	4027	80	0	2066.343822
A	1522	TCP	192.168.2.110	67.220.214.50	4029	80	0	2066.452731
X	1521	TCP	192.168.2.110	67.220.214.50	4028	80	0	2066.555687
A	1523	TCP	192.168.2.110	67.220.214.50	4030	443	0	2066.665101
X	1522	TCP	192.168.2.110	67.220.214.50	4029	80	0	2066.767555
X	1523	TCP	192.168.2.110	67.220.214.50	4030	443	0	2067.34235
A	1524	TCP	192.168.2.110	67.220.214.50	4031	80	0	2067.343137
X	1524	TCP	192.168.2.110	67.220.214.50	4031	80	0	2067.662737
A	1525	TCP	192.168.2.110	69.84.133.138	4032	80	0	2068.737075
A	1526	TCP	192.168.2.110	12.129.19.128	4033	80	0	2068.737548
A	1527	TCP	192.168.4.121	65.54.81.210	51278	80	0	2069.385367
X	1510	TCP	192.168.4.121	65.54.81.171	51277	80	0	2069.462126
A	1528	TCP	192.168.2.110	142.166.14.85	4034	80	0	2070.030765
A	1529	TCP	192.168.2.110	12.129.19.153	4035	80	0	2070.296331
A	1530	TCP	192.168.2.110	12.129.19.153	4036	80	0	2071.613046
X	1529	TCP	192.168.2.110	12.129.19.153	4035	80	0	2071.744645
A	1531	TCP	192.168.2.113	216.187.117.61	4553	80	0	2071.971399
A	1532	TCP	192.168.2.113	69.63.181.12	4554	80	0	2071.983606
A	1533	TCP	192.168.2.113	69.63.189.16	4555	80	0	2072.263425
A	1534	TCP	192.168.1.104	216.109.86.150	15937	80	0	2072.325845
X	1531	TCP	192.168.2.113	216.187.117.61	4553	80	0	2072.471132
A	1535	TCP	192.168.2.108	192.168.2.113	1281	139	0	2072.587407
X	1535	TCP	192.168.2.108	192.168.2.113	1281	139	0	2072.597736
A	1536	TCP	192.168.4.120	192.168.5.122	2590	110	0	2072.621831
X	1536	TCP	192.168.4.120	192.168.5.122	2590	110	0	2072.637169
A	1537	TCP	192.168.2.113	142.166.14.71	4556	80	0	2072.691737
A	1538	TCP	192.168.1.104	174.35.52.80	15938	80	0	2073.125769
A	1539	TCP	192.168.1.101	192.168.5.122	4249	110	0	2073.486902
X	1539	TCP	192.168.1.101	192.168.5.122	4249	110	0	2073.50186
A	1540	TCP	192.168.1.104	174.35.52.82	15939	80	0	2073.576095
A	1541	TCP	192.168.1.104	174.35.52.80	15940	80	0	2073.879945
A	1542	TCP	192.168.1.104	64.236.92.18	15941	80	0	2075.011173
X	1542	TCP	192.168.1.104	64.236.92.18	15941	80	0	2075.183738
A	1543	TCP	192.168.1.104	64.236.92.10	15942	80	0	2075.190859
A	1544	TCP	192.168.1.104	174.35.52.82	15943	80	0	2075.455321
A	1545	TCP	192.168.1.104	174.35.52.80	15944	80	0	2075.756551
A	1546	TCP	192.168.1.104	216.109.86.150	15945	443	0	2076.077761
A	1547	TCP	192.168.1.104	174.35.52.82	15946	80	0	2076.079768
A	1548	TCP	192.168.1.104	95.131.66.98	15947	80	0	2076.092357
A	1549	TCP	192.168.1.104	208,122,215,180	15948	80	0	2076.172403
A	1550	TCP	192.168.1.104	204.13.200.58	15949	80	0	2076.848221
A	1551	TCP	192.168.1.104	204.13.200.58	15950	443	0	2077.027654
X	1550	TCP	192.168.1.104	204.13.200.58	15949	80	0	2077.137252
X	1551	TCP	192.168.1.104	204.13.200.58	15950	443	0	2077.426202
A	1552	TCP	192.168.1.104	178.32.87.172	15951	80	0	2077.872248
A	1553	TCP	192.168.1.104	204.13.200.58	15952	80	0	2080.876233
X	1553	TCP	192.168.1.104	204.13.200.58	15952	80	0	2081.155465
A	1554	TCP	192.168.4.121	65.54.81.171	51279	80	0	2084.384781
X	1527	TCP	192.168.4.121	65.54.81.210	51278	80	0	2084.46215
X	1487	TCP	192.168.4.120	72.9.144.119	2589	80	0	2093.317642
A	1555	TCP	192.168.4.121	65.54.81.62	51280	80	0	2099.384352
X	1554	TCP	192.168.4.121	65.54.81.171	51279	80	0	2099.462926
A	1556	TCP	192.168.2.110	64.94.104.143	4037	80	0	2101.753506
A	1557	TCP	192.168.2.110	64.94.104.143	4038	80	0	2101.754017
A	1558	TCP	192.168.2.110	64.41.142.72	4039	443	0	2101.75406
A	1559	TCP	192.168.2.110	72.21.91.19	4040	80	0	2102.023386
A	1560	TCP	192.168.2.110	72.21.91.19	4041	80	0	2102.077913
A	1561	TCP	192.168.2.110	184.51.176.80	4042	443	0	2102.379009
X	1558	TCP	192.168.2.110	64.41.142.72	4039	443	0	2102.466552
A	1562	TCP	192.168.2.110	64.41.142.72	4043	443	0	2102.745775
A	1563	TCP	192.168.2.110	64.41.142.72	4044	443	0	2103.126769
X	1562	TCP	192.168.2.110	64.41.142.72	4043	443	0	2103.243536
A	1564	TCP	192.168.2.110	184.51.176.80	4045	80	0	2103.430133
A	1565	TCP	192.168.2.110	64.41.142.72	4046	443	0	2103.523115
X	1563	TCP	192.168.2.110	64.41.142.72	4044	443	0	2103.640494
A	1566	TCP	192.168.2.110	64.41.142.72	4047	443	0	2103.902401
X	1565	TCP	192.168.2.110	64.41.142.72	4046	443	0	2104.020008
A	1567	TCP	192.168.2.110	64.41.142.72	4048	443	0	2104.284658
X	1566	TCP	192.168.2.110	64.41.142.72	4047	443	0	2104.401781
A	1568	TCP	192.168.2.110	64.41.142.72	4049	443	0	2104.666655
X	1567	TCP	192.168.2.110	64.41.142.72	4048	443	0	2104.783789
X	1568	TCP	192.168.2.110	64.41.142.72	4049	443	0	2105.162552
A	1569	TCP	192.168.4.121	65.54.81.30	51281	80	0	2114.384326
X	1555	TCP	192.168.4.121	65.54.81.62	51280	80	0	2114.462246
A	1570	TCP	192.168.2.112	192.168.5.122	4947	110	0	2117.82294
X	1570	TCP	192.168.2.112	192.168.5.122	4947	110	0	2117.838049
X	1494	TCP	192.168.2.113	64.90.206.135	4550	80	0	2118.731651
A	1571	TCP	192.168.2.110	192.168.5.122	4050	110	0	2124.504214
X	1571	TCP	192.168.2.110	192.168.5.122	4050	110	0	2124.519149
A	1572	TCP	192.168.1.103	192.168.1.101	1773	139	0	2125.129761
X	1572	TCP	192.168.1.103	192.168.1.101	1773	139	0	2125.138821
A	1573	TCP	192.168.1.103	192.168.1.101	1774	139	0	2125.138623
X	1573	TCP	192.168.1.103	192.168.1.101	1774	139	0	2125.146877
A	1574	TCP	192.168.4.121	65.54.81.30	51282	80	0	2129.387652
X	1569	TCP	192.168.4.121	65.54.81.30	51281	80	0	2129.419219
X	1503	TCP	192.168.2.113	64.90.206.110	4552	80	0	2133.715273
X	1495	TCP	192.168.2.113	64.90.206.136	4551	80	0	2135.246442
A	1575	TCP	192.168.2.109	192.168.5.122	4038	110	0	2135.547894
X	1575	TCP	192.168.2.109	192.168.5.122	4038	110	0	2135.563136
A	1576	TCP	192.168.4.121	65.54.81.24	51283	80	0	2144.383245
X	1574	TCP	192.168.4.121	65.54.81.30	51282	80	0	2144.460998
A	1577	TCP	131.20.40.209	192.168.5.122	46966	143	0	2146.426385
A	1578	TCP	131.20.40.209	192.168.5.122	46968	143	0	2147.520187
A	1579	TCP	192.168.2.106	192.168.2.113	3218	139	0	2147.577274
A	1580	TCP	192.168.2.106	192.168.2.113	3219	139	0	2147.585907
X	1579	TCP	192.168.2.106	192.168.2.113	3218	139	0	2147.586112
X	1580	TCP	192.168.2.106	192.168.2.113	3219	139	0	2147.594065
A	1581	TCP	192.168.2.108	192.168.5.122	1282	110	0	2150.292862
X	1581	TCP	192.168.2.108	192.168.5.122	1282	110	0	2150.308867
A	1582	TCP	192.168.4.121	65.54.81.62	51284	80	0	2159.382738
X	1576	TCP	192.168.4.121	65.54.81.24	51283	80	0	2159.460021
X	1511	TCP	192.168.2.110	192.168.5.122	4019	80	0	2161.059834
X	1514	TCP	192.168.2.110	69.84.133.138	4022	80	0	2162.188032
A	1583	TCP	192.168.2.110	69.84.133.138	4051	80	0	2162.200219
A	1584	TCP	192.168.1.104	178.32.87.172	15953	80	0	2162.382794
X	1552	TCP	192.168.1.104	178.32.87.172	15951	80	0	2162.463337
X	1515	TCP	192.168.2.110	69.84.133.138	4023	80	0	2163.391998
A	1585	TCP	192.168.2.110	69.84.133.138	4052	80	0	2163.403635
X	1585	TCP	192.168.2.110	69.84.133.138	4052	80	0	2163.459431
X	1517	TCP	192.168.2.110	69.84.133.138	4025	80	0	2163.459955
X	1583	TCP	192.168.2.110	69.84.133.138	4051	80	0	2163.521691
A	1586	TCP	192.168.2.110	69.84.133.138	4053	80	0	2163.543891
X	1525	TCP	192.168.2.110	69.84.133.138	4032	80	0	2168.792613
A	1587	TCP	192.168.1.104	216.109.86.150	15954	80	0	2169.63535
X	1534	TCP	192.168.1.104	216.109.86.150	15937	80	0	2169.688531
A	1588	TCP	192.168.1.104	99,192,145,143	15955	80	0	2169.812285
A	1589	TCP	192.168.1.104	174.35.52.82	15956	80	0	2170.153424
X	1540	TCP	192.168.1.104	174.35.52.82	15939	80	0	2170.262974
A	1590	TCP	192.168.1.104	174.35.52.80	15957	80	0	2170.716013
X	1538	TCP	192.168.1.104	174.35.52.80	15938	80	0	2170.811581
X	1545	TCP	192.168.1.104	174.35.52.80	15944	80	0	2170.816073
A	1591	TCP	192.168.1.104	216.17.109.199	15958	80	0	2170.902726
A	1592	TCP	192.168.1.104	174.35.52.82	15959	80	0	2171.001555
X	1544	TCP	192.168.1.104	174.35.52.82	15943	80	0	2171.106885
X	1547	TCP	192.168.1.104	174.35.52.82	15946	80	0	2171.111623
A	1593	TCP	192.168.1.104	174.35.52.80	15960	80	0	2171.485157
X	1541	TCP	192.168.1.104	174.35.52.80	15940	80	0	2171.58183
A	1594	TCP	192.168.1.104	64.111.213.94	15961	80	0	2171.874238
X	1532	TCP	192.168.2.113	69.63.181.12	4554	80	0	2172.352835
X	1533	TCP	192.168.2.113	69.63.189.16	4555	80	0	2172.689813
X	1537	TCP	192.168.2.113	142.166.14.71	4556	80	0	2172.79421
X	1526	TCP	192.168.2.110	12.129.19.128	4033	80	0	2172.887448
X	1528	TCP	192.168.2.110	142.166.14.85	4034	80	0	2173.024317
A	1595	TCP	192.168.1.104	74,206,184,130	15962	80	0	2173.943243
A	1596	TCP	192.168.4.121	65.54.81.62	51285	80	0	2174.38286
X	1582	TCP	192.168.4.121	65.54.81.62	51284	80	0	2174.414785
A	1597	TCP	192.168.2.106	192.168.5.122	3220	110	0	2176.001225
X	1597	TCP	192.168.2.106	192.168.5.122	3220	110	0	2176.016347
A	1598	TCP	192.168.1.104	208,122,222,100	15963	80	0	2176.342635
A	1599	TCP	192.168.1.104	76.9.29.19	15964	80	0	2176.911793
X	1546	TCP	192.168.1.104	216.109.86.150	15945	443	0	2177.543519
A	1600	TCP	192.168.1.104	204.13.200.58	15965	80	0	2178.089529
X	1600	TCP	192.168.1.104	204.13.200.58	15965	80	0	2178.367306
A	1601	TCP	192.168.2.113	192.168.5.122	4557	80	0	2183.214656
A	1602	TCP	192.168.2.113	69.63.178.31	4558	80	0	2183.227057
A	1603	TCP	192.168.2.113	64.90.206.110	4559	80	0	2183.66685
A	1604	TCP	192.168.2.113	142.166.14.79	4560	80	0	2183.678632
A	1605	TCP	192.168.2.113	69.63.178.31	4561	80	0	2183.719019
X	1602	TCP	192.168.2.113	69.63.178.31	4558	80	0	2183.760879
A	1606	TCP	192.168.2.113	69.63.178.31	4562	80	0	2183.981038
X	1605	TCP	192.168.2.113	69.63.178.31	4561	80	0	2184.103679
X	1606	TCP	192.168.2.113	69.63.178.31	4562	80	0	2184.321542
A	1607	TCP	192.168.2.113	64.90.206.110	4563	80	0	2184.557206
A	1608	TCP	192.168.2.113	66.220.153.19	4564	80	0	2184.570644
A	1609	TCP	192.168.2.113	64.90.206.135	4565	80	0	2184.622716
A	1610	TCP	192.168.2.113	202.186.13.252	4566	80	0	2186.964447
A	1611	TCP	192.168.2.113	64.90.206.110	4567	443	0	2187.143227
A	1612	TCP	192.168.2.113	64.90.206.200	4568	80	0	2188.774746
A	1613	TCP	192.168.4.121	65.54.81.62	51286	80	0	2189.382051
X	1596	TCP	192.168.4.121	65.54.81.62	51285	80	0	2189.413808
A	1614	TCP	192.168.1.105	192.168.5.122	16827	110	0	2191.412491
X	1614	TCP	192.168.1.105	192.168.5.122	16827	110	0	2191.427735
X	1610	TCP	192.168.2.113	202.186.13.252	4566	80	0	2195.946571
X	1578	TCP	131.20.40.209	192.168.5.122	46968	143	0	2197.539298
X	1577	TCP	131.20.40.209	192.168.5.122	46966	143	0	2197.547202
X	1586	TCP	192.168.2.110	69.84.133.138	4053	80	0	2201.768264
X	1557	TCP	192.168.2.110	64.94.104.143	4038	80	0	2202.188992
X	1556	TCP	192.168.2.110	64.94.104.143	4037	80	0	2202.189671
X	1561	TCP	192.168.2.110	184.51.176.80	4042	443	0	2202.7893
X	1564	TCP	192.168.2.110	184.51.176.80	4045	80	0	2203.585549
A	1615	TCP	192.168.4.121	65.54.81.171	51287	80	0	2204.381737
X	1613	TCP	192.168.4.121	65.54.81.62	51286	80	0	2204.459409
X	1508	TCP	192.168.1.104	85.17.154.19	15936	80	0	2209.726897
A	1616	TCP	192.168.1.104	192.168.1.101	15966	139	0	2211.822453
X	1616	TCP	192.168.1.104	192.168.1.101	15966	139	0	2211.8314
X	1548	TCP	192.168.1.104	95.131.66.98	15947	80	0	2212.570566
A	1617	TCP	192.168.4.121	65.54.81.210	51288	80	0	2219.381502
X	1615	TCP	192.168.4.121	65.54.81.171	51287	80	0	2219.45937
A	1618	TCP	192.168.2.113	64.90.206.200	4569	80	0	2225.383864
X	1612	TCP	192.168.2.113	64.90.206.200	4568	80	0	2225.470541
X	1516	TCP	192.168.2.110	64.87.26.194	4024	80	0	2226.087168
A	1619	TCP	192.168.2.113	64.90.206.135	4570	80	0	2226.44968
X	1609	TCP	192.168.2.113	64.90.206.135	4565	80	0	2226.53912
A	1620	TCP	192.168.1.104	216.109.86.165	15967	80	0	2231.211575
A	1621	TCP	192.168.1.104	192.168.5.122	15968	80	0	2231.226741
A	1622	TCP	192.168.1.104	192.168.5.122	15969	80	0	2231.22678
X	1622	TCP	192.168.1.104	192.168.5.122	15969	80	0	2231.278743
A	1623	TCP	192.168.1.104	208,122,202,203	15970	80	0	2231.318851
X	1559	TCP	192.168.2.110	72.21.91.19	4040	80	0	2231.555625
A	1624	TCP	192.168.4.120	208.73.210.28	2591	80	0	2232.957464
A	1625	TCP	192.168.4.121	65.54.81.171	51289	80	0	2234.38113
X	1617	TCP	192.168.4.121	65.54.81.210	51288	80	0	2234.458895
X	1530	TCP	192.168.2.110	12.129.19.153	4036	80	0	2237.352195
A	1626	TCP	192.168.2.112	192.168.5.122	4948	110	0	2237.833712
X	1626	TCP	192.168.2.112	192.168.5.122	4948	110	0	2237.849049
X	1543	TCP	192.168.1.104	64.236.92.10	15942	80	0	2241.444617
X	1549	TCP	192.168.1.104	208,122,215,180	15948	80	0	2244.069536
A	1627	TCP	192.168.4.121	65.54.81.62	51290	80	0	2249.380435
X	1625	TCP	192.168.4.121	65.54.81.171	51289	80	0	2249.459917
A	1628	TCP	192.168.2.109	192.168.2.113	4039	139	0	2252.383191
X	1628	TCP	192.168.2.109	192.168.2.113	4039	139	0	2252.391333
A	1629	TCP	192.168.4.121	65.54.81.30	51291	80	0	2264.379975
X	1627	TCP	192.168.4.121	65.54.81.62	51290	80	0	2264.567882
X	1560	TCP	192.168.2.110	72.21.91.19	4041	80	0	2268.631758
X	1587	TCP	192.168.1.104	216.109.86.150	15954	80	0	2270.775177
A	1630	TCP	192.168.4.121	65.54.81.30	51292	80	0	2279.379853
X	1629	TCP	192.168.4.121	65.54.81.30	51291	80	0	2279.411721
A	1631	TCP	192.168.2.113	64.90.206.110	4571	80	0	2280.52263
A	1632	TCP	192.168.2.113	64.90.206.110	4572	80	0	2280.522836
A	1633	TCP	192.168.2.113	64.90.206.200	4573	80	0	2280.522961
X	1618	TCP	192.168.2.113	64.90.206.200	4569	80	0	2280.609711
X	1603	TCP	192.168.2.113	64.90.206.110	4559	80	0	2280.611718
X	1607	TCP	192.168.2.113	64.90.206.110	4563	80	0	2280.615957
A	1634	TCP	192.168.2.113	64.90.206.135	4574	80	0	2281.386089
X	1619	TCP	192.168.2.113	64.90.206.135	4570	80	0	2281.479229
X	1601	TCP	192.168.2.113	192.168.5.122	4557	80	0	2283.333357
X	1604	TCP	192.168.2.113	142.166.14.79	4560	80	0	2285.09257
X	1608	TCP	192.168.2.113	66.220.153.19	4564	80	0	2285.137009
X	1611	TCP	192.168.2.113	64.90.206.110	4567	443	0	2287.942299
A	1635	TCP	192.168.2.110	69.84.133.138	4054	80	0	2292.491192
A	1636	TCP	192.168.4.121	65.54.81.42	51293	80	0	2294.409408
X	1630	TCP	192.168.4.121	65.54.81.30	51292	80	0	2294.486956
A	1637	TCP	192.168.1.101	67.212.184.66	4250	80	0	2295.068806
X	1592	TCP	192.168.1.104	174.35.52.82	15959	80	0	2297.00533
A	1638	TCP	192.168.1.101	63.246.8.186	4251	80	0	2298.108168
X	1638	TCP	192.168.1.101	63.246.8.186	4251	80	0	2298.652568
A	1639	TCP	192.168.1.101	72.21.207.195	4252	80	0	2298.684983
X	1590	TCP	192.168.1.104	174.35.52.80	15957	80	0	2299.739617
X	1594	TCP	192.168.1.104	64.111.213.94	15961	80	0	2302.145809
A	1640	TCP	192.168.1.101	72.21.91.19	4253	80	0	2302.320719
A	1641	TCP	192.168.1.101	63.246.8.186	4254	80	0	2303.339873
X	1641	TCP	192.168.1.101	63.246.8.186	4254	80	0	2303.503508
A	1642	TCP	192.168.1.101	72.21.91.19	4255	80	0	2304.198447
X	1639	TCP	192.168.1.101	72.21.207.195	4252	80	0	2304.230982
A	1643	TCP	192.168.1.101	72.21.91.19	4256	80	0	2304.657828
A	1644	TCP	192.168.1.104	216.109.86.150	15971	80	0	2305.304234
A	1645	TCP	192.168.1.104	208,122,211,130	15972	80	0	2305.394925
A	1646	TCP	192.168.1.104	208,122,218,239	15973	80	0	2305.401818
A	1647	TCP	192.168.1.104	174.35.52.80	15974	80	0	2305.994924
A	1648	TCP	192.168.1.104	174.35.52.82	15975	80	0	2306.475449
A	1649	TCP	192.168.1.104	174.35.52.82	15976	80	0	2307.224104
A	1650	TCP	192.168.1.104	174.35.52.80	15977	80	0	2307.723999
A	1651	TCP	192.168.1.101	74.125.93.190	4257	80	0	2309.081549
A	1652	TCP	192.168.1.101	74.125.93.136	4258	80	0	2309.298404
A	1653	TCP	192.168.4.121	65.54.81.62	51294	80	0	2309.378714
A	1654	TCP	192.168.2.111	192.168.5.122	3341	143	0	2309.853075
X	1654	TCP	192.168.2.111	192.168.5.122	3341	143	0	2309.881291
A	1655	TCP	192.168.2.111	192.168.5.122	3342	143	0	2309.884871
X	1655	TCP	192.168.2.111	192.168.5.122	3342	143	0	2309.913665
X	1591	TCP	192.168.1.104	216.17.109.199	15958	80	0	2310.129926
X	1593	TCP	192.168.1.104	174.35.52.80	15960	80	0	2311.989207
A	1656	TCP	192.168.1.104	204.13.200.58	15978	80	0	2312.692574
A	1657	TCP	192.168.1.101	142,176,121,210	4259	80	0	2312.890992
X	1656	TCP	192.168.1.104	204.13.200.58	15978	80	0	2312.989803
X	1636	TCP	192.168.4.121	65.54.81.42	51293	80	0	2314.450181
X	1589	TCP	192.168.1.104	174.35.52.82	15956	80	0	2320.410848
A	1658	TCP	192.168.4.121	65.54.81.62	51295	80	0	2324.381667
X	1653	TCP	192.168.4.121	65.54.81.62	51294	80	0	2324.413795
X	1584	TCP	192.168.1.104	178.32.87.172	15953	80	0	2330.254279
X	1588	TCP	192.168.1.104	99,192,145,143	15955	80	0	2330.801143
X	1621	TCP	192.168.1.104	192.168.5.122	15968	80	0	2331.410984
X	1620	TCP	192.168.1.104	216.109.86.165	15967	80	0	2331.835053
X	1624	TCP	192.168.4.120	208.73.210.28	2591	80	0	2333.833299
A	1659	TCP	192.168.4.121	65.54.81.62	51296	80	0	2339.378047
X	1658	TCP	192.168.4.121	65.54.81.62	51295	80	0	2339.409303
X	1595	TCP	192.168.1.104	74,206,184,130	15962	80	0	2340.425876
A	1660	TCP	192.168.2.113	64.90.206.110	4575	80	0	2342.098096
A	1661	TCP	192.168.2.113	192.168.5.122	4576	80	0	2342.098642
A	1662	TCP	192.168.2.113	66.220.153.11	4577	80	0	2342.120292
X	1631	TCP	192.168.2.113	64.90.206.110	4571	80	0	2342.184305
X	1632	TCP	192.168.2.113	64.90.206.110	4572	80	0	2342.189053
A	1663	TCP	192.168.2.113	142.166.14.79	4578	80	0	2342.553752
X	1598	TCP	192.168.1.104	208,122,222,100	15963	80	0	2342.613262
A	1664	TCP	192.168.5.122	131.20.40.209	22	3046	0	2345.302928
X	1599	TCP	192.168.1.104	76.9.29.19	15964	80	0	2346.238169
A	1665	TCP	192.168.1.103	208,113,162,153	1775	80	0	2351.387317
A	1666	TCP	192.168.1.103	208,113,162,153	1776	80	0	2351.387335
A	1667	TCP	192.168.4.121	65.54.81.171	51297	80	0	2354.378253
A	1668	TCP	192.168.1.103	97.74.144.108	1777	80	0	2354.447441
A	1669	TCP	192.168.1.103	97.74.144.108	1778	80	0	2354.447457
X	1659	TCP	192.168.4.121	65.54.81.62	51296	80	0	2354.456652
A	1670	TCP	192.168.1.103	212.159.8.56	1779	80	0	2354.546493
A	1671	TCP	192.168.1.103	208,113,162,153	1780	80	0	2355.886637
X	1666	TCP	192.168.1.103	208,113,162,153	1776	80	0	2355.987561
X	1665	TCP	192.168.1.103	208,113,162,153	1775	80	0	2355.991314
A	1672	TCP	192.168.2.107	192.168.5.122	2504	110	0	2356.394475
A	1673	TCP	192.168.1.103	208,113,162,153	1781	80	0	2357.401837
A	1674	TCP	192.168.2.112	192.168.5.122	4949	110	0	2357.842167
X	1674	TCP	192.168.2.112	192.168.5.122	4949	110	0	2357.858651
A	1675	TCP	192.168.1.103	69.192.24.88	1782	80	0	2358.29109
X	1672	TCP	192.168.2.107	192.168.5.122	2504	110	0	2359.40407
A	1676	TCP	192.168.3.115	67.20.126.72	3885	80	0	2361.006829
A	1677	TCP	192.168.3.115	74,220,195,150	3886	80	0	2362.297111
A	1678	TCP	192.168.3.115	74,220,195,150	3887	443	0	2362.534042
X	1677	TCP	192.168.3.115	74,220,195,150	3886	80	0	2362.673262
X	1678	TCP	192.168.3.115	74,220,195,150	3887	443	0	2363.215576
A	1679	TCP	192.168.3.115	67.20.126.72	3888	80	0	2364.53568
X	1676	TCP	192.168.3.115	67.20.126.72	3885	80	0	2364.621632
A	1680	TCP	192.168.3.115	67.20.126.72	3889	80	0	2364.739197
X	1679	TCP	192.168.3.115	67.20.126.72	3888	80	0	2364.825006
A	1681	TCP	192.168.3.115	67.20.126.72	3890	80	0	2364.921854
X	1680	TCP	192.168.3.115	67.20.126.72	3889	80	0	2365.008138
A	1682	TCP	192.168.3.115	67.20.126.72	3891	80	0	2365.105293
X	1681	TCP	192.168.3.115	67.20.126.72	3890	80	0	2365.191522
A	1683	TCP	192.168.3.115	74,220,195,150	3892	80	0	2365.29652
A	1684	TCP	192.168.3.115	67.20.126.72	3893	80	0	2365.309453
X	1682	TCP	192.168.3.115	67.20.126.72	3891	80	0	2365.395141
A	1685	TCP	192.168.3.115	67.20.126.72	3894	80	0	2365.495078
X	1683	TCP	192.168.3.115	74,220,195,150	3892	80	0	2365.558892
A	1686	TCP	192.168.3.115	67.20.126.228	3895	80	0	2365.564096
X	1684	TCP	192.168.3.115	67.20.126.72	3893	80	0	2365.582523
A	1687	TCP	192.168.3.115	67.20.126.72	3896	80	0	2365.681318
A	1688	TCP	131,202,240,218	192.168.5.122	40879	80	0	2365.683137
X	1688	TCP	131,202,240,218	192.168.5.122	40879	80	0	2365.716711
X	1685	TCP	192.168.3.115	67.20.126.72	3894	80	0	2365.767141
A	1689	TCP	192.168.3.115	67.20.126.72	3897	80	0	2365.86271
X	1687	TCP	192.168.3.115	67.20.126.72	3896	80	0	2365.958611
A	1690	TCP	192.168.3.115	67.20.126.72	3898	80	0	2366.065914
X	1689	TCP	192.168.3.115	67.20.126.72	3897	80	0	2366.164469
X	1686	TCP	192.168.3.115	67.20.126.228	3895	80	0	2366.330303
X	1690	TCP	192.168.3.115	67.20.126.72	3898	80	0	2366.35054
A	1691	TCP	192.168.3.115	74,220,195,150	3899	80	0	2366.490468
